Order ID,Order Date,Customer Name,Category,Sub-Category,Product Name,City,State,Region,Sales,Quantity,Discount,Profit
100997,2021-02-11,Customer 118,Furniture,Chairs,Chairs Model 10,Phoenix,Ohio,Central,146.75,1,0.05,31.1
100443,2021-02-12,Customer 128,Technology,Machines,Accessories Model 6,San Diego,Pennsylvania,Central,506.37,3,0.0,134.93
100461,2021-02-12,Customer 42,Office Supplies,Binders,Machines Model 9,Los Angeles,Illinois,East,410.77,4,0.05,37.83
100884,2021-02-12,Customer 277,Office Supplies,Binders,Bookcases Model 2,Dallas,Florida,West,274.48,4,0.3,35.25
100492,2021-02-12,Customer 112,Office Supplies,Paper,Machines Model 10,Miami,Georgia,West,287.35,4,0.0,74.96
100557,2021-02-13,Customer 375,Furniture,Chairs,Copiers Model 1,San Jose,New York,Central,278.19,3,0.2,34.03
100976,2021-02-13,Customer 2,Technology,Copiers,Art Model 9,Phoenix,Texas,East,201.9,4,0.05,17.57
101368,2021-02-14,Customer 146,Technology,Accessories,Binders Model 6,Houston,Texas,East,310.98,5,0.0,71.72
101452,2021-02-14,Customer 367,Furniture,Chairs,Binders Model 9,Chicago,Pennsylvania,West,132.36,3,0.0,21.59
100516,2021-02-16,Customer 356,Technology,Accessories,Art Model 4,Los Angeles,California,South,1324.24,2,0.0,228.97
100403,2021-02-18,Customer 232,Technology,Copiers,Paper Model 4,San Diego,Pennsylvania,West,136.42,3,0.05,24.03
101993,2021-02-19,Customer 460,Technology,Phones,Bookcases Model 7,San Antonio,Georgia,South,963.96,5,0.0,125.93
100446,2021-02-19,Customer 85,Technology,Copiers,Tables Model 2,San Diego,Florida,South,143.51,2,0.1,33.61
100737,2021-02-20,Customer 382,Furniture,Chairs,Binders Model 7,Chicago,Pennsylvania,West,482.41,4,0.15,39.11
101814,2021-02-21,Customer 493,Technology,Machines,Phones Model 7,Philadelphia,Ohio,Central,275.81,5,0.0,25.31
101727,2021-02-21,Customer 196,Office Supplies,Binders,Tables Model 8,San Diego,North Carolina,Central,253.56,3,0.0,39.36
100494,2021-02-21,Customer 297,Furniture,Chairs,Machines Model 2,San Jose,New York,Central,246.77,2,0.15,11.68
101684,2021-02-21,Customer 274,Office Supplies,Binders,Machines Model 2,San Jose,Michigan,South,38.54,5,0.05,9.03
100701,2021-02-22,Customer 198,Office Supplies,Paper,Tables Model 5,San Diego,Michigan,South,466.29,5,0.0,81.41
100115,2021-02-22,Customer 199,Office Supplies,Binders,Bookcases Model 7,Houston,Georgia,West,501.74,5,0.15,111.36
100016,2021-02-22,Customer 205,Technology,Copiers,Furnishings Model 1,Los Angeles,Pennsylvania,East,120.34,1,0.05,29.66
101926,2021-02-23,Customer 311,Technology,Phones,Tables Model 10,San Jose,Florida,West,631.12,1,0.2,35.34
101600,2021-02-24,Customer 50,Furniture,Chairs,Furnishings Model 1,Phoenix,North Carolina,Central,106.74,3,0.0,26.1
101621,2021-02-25,Customer 247,Office Supplies,Paper,Machines Model 4,San Diego,New York,Central,659.62,2,0.0,179.06
100530,2021-02-25,Customer 254,Technology,Copiers,Art Model 6,San Diego,Florida,South,160.28,3,0.05,13.26
101883,2021-02-25,Customer 4,Office Supplies,Binders,Chairs Model 10,Dallas,Georgia,Central,61.66,3,0.1,15.26
101841,2021-02-25,Customer 412,Furniture,Tables,Copiers Model 6,Chicago,New York,East,367.92,1,0.15,24.88
100656,2021-02-26,Customer 175,Furniture,Chairs,Copiers Model 5,San Diego,Illinois,East,120.89,1,0.2,22.64
100734,2021-02-27,Customer 243,Furniture,Tables,Paper Model 2,Phoenix,Michigan,West,102.86,5,0.1,23.37
100013,2021-02-27,Customer 334,Office Supplies,Binders,Phones Model 6,Chicago,New York,Central,279.87,2,0.05,54.56
100335,2021-03-01,Customer 76,Technology,Copiers,Furnishings Model 7,Houston,Florida,Central,715.01,3,0.3,19.02
101730,2021-03-02,Customer 262,Office Supplies,Binders,Paper Model 9,Houston,Ohio,East,329.51,1,0.0,96.84
100271,2021-03-02,Customer 394,Office Supplies,Storage,Chairs Model 4,Phoenix,Texas,Central,326.42,1,0.0,75.07
101030,2021-03-03,Customer 243,Office Supplies,Art,Paper Model 4,San Diego,Ohio,South,244.01,3,0.0,72.43
101739,2021-03-03,Customer 418,Furniture,Furnishings,Binders Model 7,Miami,Georgia,West,455.56,3,0.0,51.39
100632,2021-03-04,Customer 38,Furniture,Tables,Accessories Model 8,Dallas,Ohio,South,335.17,4,0.15,75.02
101734,2021-03-05,Customer 466,Office Supplies,Paper,Binders Model 2,San Diego,Georgia,East,56.85,5,0.15,4.28
101082,2021-03-05,Customer 218,Office Supplies,Paper,Phones Model 2,San Jose,California,South,342.04,5,0.0,50.66
101220,2021-03-06,Customer 73,Furniture,Chairs,Storage Model 1,Dallas,North Carolina,South,86.57,1,0.1,19.53
100704,2021-03-06,Customer 136,Technology,Accessories,Binders Model 1,Dallas,Texas,South,277.18,4,0.0,23.1
100211,2021-03-07,Customer 495,Technology,Phones,Storage Model 8,San Diego,Ohio,Central,366.67,5,0.0,39.82
100145,2021-03-07,Customer 15,Technology,Copiers,Art Model 4,Phoenix,New York,West,243.32,5,0.15,1.28
100842,2021-03-08,Customer 98,Technology,Accessories,Bookcases Model 7,Houston,Illinois,West,94.98,4,0.1,9.04
100970,2021-03-08,Customer 110,Office Supplies,Paper,Accessories Model 10,Philadelphia,Florida,East,943.38,2,0.0,83.35
101353,2021-03-08,Customer 306,Technology,Copiers,Copiers Model 7,Chicago,Ohio,Central,909.52,3,0.05,98.9
101169,2021-03-08,Customer 295,Office Supplies,Binders,Art Model 3,San Jose,Texas,South,102.92,1,0.15,2.3
100306,2021-03-09,Customer 189,Furniture,Chairs,Machines Model 5,San Diego,Michigan,Central,128.31,5,0.1,26.25
100888,2021-03-09,Customer 121,Furniture,Bookcases,Storage Model 2,Houston,Michigan,East,366.5,5,0.05,50.09
101574,2021-03-09,Customer 212,Office Supplies,Art,Copiers Model 2,Philadelphia,North Carolina,East,146.82,3,0.05,38.23
101261,2021-03-13,Customer 302,Technology,Phones,Binders Model 4,Houston,Texas,East,414.77,3,0.15,82.88
101576,2021-03-13,Customer 270,Office Supplies,Art,Art Model 1,Houston,Georgia,South,233.85,4,0.0,69.88
101850,2021-03-13,Customer 476,Office Supplies,Art,Machines Model 4,Dallas,North Carolina,South,493.77,2,0.0,58.84
100757,2021-03-13,Customer 153,Office Supplies,Art,Phones Model 9,Chicago,Texas,West,157.16,4,0.15,18.25
101246,2021-03-13,Customer 288,Office Supplies,Art,Binders Model 8,San Jose,New York,West,179.85,2,0.0,48.99
100628,2021-03-13,Customer 98,Furniture,Chairs,Chairs Model 9,San Jose,North Carolina,West,77.57,5,0.05,12.65
101301,2021-03-14,Customer 284,Technology,Copiers,Art Model 4,San Antonio,Illinois,Central,97.86,2,0.0,20.14
100726,2021-03-14,Customer 119,Office Supplies,Binders,Chairs Model 9,San Antonio,New York,West,208.18,1,0.1,9.79
100894,2021-03-14,Customer 257,Technology,Machines,Chairs Model 10,Miami,California,South,249.15,4,0.0,34.83
100441,2021-03-15,Customer 253,Office Supplies,Binders,Copiers Model 9,Houston,Illinois,Central,209.63,4,0.2,5.9
100240,2021-03-16,Customer 158,Office Supplies,Storage,Binders Model 9,Miami,New York,East,138.26,5,0.0,16.87
101914,2021-03-17,Customer 60,Furniture,Bookcases,Machines Model 2,Houston,Florida,West,525.59,5,0.1,61.02
100389,2021-03-17,Customer 78,Furniture,Bookcases,Bookcases Model 8,Miami,Illinois,East,759.7,5,0.05,203.24
101767,2021-03-19,Customer 391,Office Supplies,Storage,Binders Model 2,San Diego,North Carolina,West,421.64,2,0.0,102.75
100226,2021-03-19,Customer 439,Office Supplies,Paper,Bookcases Model 9,Philadelphia,California,West,1044.77,3,0.15,213.59
101463,2021-03-19,Customer 31,Furniture,Bookcases,Chairs Model 3,Los Angeles,Illinois,East,358.49,5,0.1,86.75
101156,2021-03-21,Customer 186,Office Supplies,Storage,Accessories Model 10,San Antonio,North Carolina,Central,93.58,2,0.1,7.35
101019,2021-03-22,Customer 287,Technology,Accessories,Storage Model 1,San Jose,Texas,West,230.82,4,0.3,-0.26
101026,2021-03-23,Customer 443,Furniture,Furnishings,Chairs Model 4,Phoenix,Illinois,East,281.41,2,0.0,43.41
101181,2021-03-23,Customer 72,Office Supplies,Paper,Tables Model 4,Miami,Florida,Central,181.06,2,0.2,12.35
100721,2021-03-24,Customer 333,Technology,Accessories,Paper Model 9,Philadelphia,Texas,East,352.9,5,0.1,21.1
101456,2021-03-24,Customer 366,Furniture,Furnishings,Storage Model 9,San Jose,Pennsylvania,West,91.56,4,0.1,11.88
100777,2021-03-24,Customer 78,Office Supplies,Paper,Phones Model 9,Miami,Georgia,West,174.7,1,0.0,15.84
100114,2021-03-24,Customer 134,Office Supplies,Paper,Phones Model 1,Houston,New York,Central,420.13,2,0.1,65.42
101635,2021-03-26,Customer 112,Office Supplies,Binders,Bookcases Model 9,Dallas,California,South,91.78,5,0.05,16.75
101746,2021-03-26,Customer 234,Office Supplies,Binders,Copiers Model 5,San Diego,Ohio,South,239.87,4,0.0,39.54
101609,2021-03-27,Customer 258,Office Supplies,Storage,Phones Model 10,Dallas,California,Central,157.96,2,0.1,14.14
100730,2021-03-28,Customer 148,Furniture,Furnishings,Chairs Model 9,San Diego,Ohio,Central,277.0,3,0.1,22.33
101211,2021-03-28,Customer 454,Technology,Accessories,Copiers Model 10,Philadelphia,Michigan,East,159.27,3,0.15,15.47
101525,2021-03-28,Customer 10,Technology,Machines,Storage Model 3,Dallas,North Carolina,East,863.04,2,0.15,174.66
100877,2021-03-29,Customer 295,Technology,Phones,Tables Model 10,San Antonio,New York,West,65.91,3,0.0,16.9
101063,2021-03-29,Customer 240,Furniture,Furnishings,Bookcases Model 3,San Jose,California,West,360.6,2,0.1,13.24
100199,2021-03-30,Customer 177,Furniture,Bookcases,Accessories Model 9,Houston,Pennsylvania,Central,57.08,1,0.2,1.18
100210,2021-03-31,Customer 448,Furniture,Chairs,Tables Model 2,Chicago,New York,West,384.37,2,0.05,30.94
101089,2021-03-31,Customer 70,Furniture,Chairs,Machines Model 9,Phoenix,North Carolina,Central,742.71,2,0.05,167.87
101863,2021-04-01,Customer 358,Office Supplies,Paper,Copiers Model 6,Houston,Florida,West,1195.42,1,0.15,26.46
100134,2021-04-02,Customer 223,Furniture,Furnishings,Paper Model 1,Houston,Michigan,West,371.04,5,0.15,8.81
100141,2021-04-03,Customer 390,Technology,Machines,Chairs Model 9,San Diego,Pennsylvania,Central,227.5,2,0.1,25.59
100985,2021-04-04,Customer 23,Furniture,Bookcases,Furnishings Model 2,Miami,Texas,West,215.56,4,0.15,3.16
100828,2021-04-06,Customer 44,Office Supplies,Paper,Machines Model 1,Los Angeles,Texas,West,263.97,4,0.0,48.06
101091,2021-04-07,Customer 15,Office Supplies,Binders,Paper Model 10,San Diego,New York,West,1263.84,4,0.3,-8.77
101027,2021-04-07,Customer 144,Technology,Copiers,Paper Model 2,San Jose,New York,East,104.56,3,0.15,9.3
100531,2021-04-08,Customer 404,Office Supplies,Art,Phones Model 8,Miami,Illinois,South,65.08,2,0.1,5.16
101800,2021-04-08,Customer 296,Furniture,Tables,Binders Model 5,Miami,Pennsylvania,East,215.42,3,0.3,-11.9
101790,2021-04-08,Customer 264,Technology,Copiers,Machines Model 1,Philadelphia,North Carolina,Central,57.44,4,0.05,8.4
100907,2021-04-08,Customer 386,Technology,Accessories,Copiers Model 3,Philadelphia,California,West,276.18,5,0.15,42.92
100065,2021-04-10,Customer 100,Office Supplies,Art,Binders Model 6,San Jose,Ohio,West,106.48,1,0.1,21.28
101697,2021-04-11,Customer 307,Furniture,Chairs,Chairs Model 5,San Jose,Florida,West,249.53,5,0.15,19.89
100212,2021-04-11,Customer 172,Office Supplies,Binders,Paper Model 7,San Jose,Ohio,Central,104.31,3,0.05,8.73
101226,2021-04-13,Customer 238,Technology,Phones,Phones Model 1,Philadelphia,Florida,South,290.13,2,0.05,53.6
100418,2021-04-13,Customer 42,Office Supplies,Paper,Bookcases Model 7,San Diego,Pennsylvania,East,336.8,5,0.0,55.51
101015,2021-04-14,Customer 191,Technology,Machines,Accessories Model 4,Philadelphia,Pennsylvania,East,185.74,3,0.0,55.61
101642,2021-04-15,Customer 143,Office Supplies,Paper,Copiers Model 7,Phoenix,Ohio,East,294.26,1,0.05,77.7
101379,2021-04-15,Customer 385,Furniture,Tables,Furnishings Model 5,San Antonio,Florida,West,104.4,2,0.05,16.69
101664,2021-04-17,Customer 103,Furniture,Chairs,Art Model 9,Philadelphia,Ohio,West,569.05,3,0.05,150.58
101823,2021-04-19,Customer 137,Furniture,Furnishings,Paper Model 7,Dallas,Ohio,South,244.42,2,0.0,69.72
100305,2021-04-19,Customer 457,Technology,Accessories,Phones Model 6,Houston,Georgia,Central,27.78,4,0.0,4.46
101874,2021-04-19,Customer 426,Furniture,Furnishings,Copiers Model 8,Chicago,California,Central,359.42,3,0.0,103.54
101094,2021-04-20,Customer 290,Furniture,Tables,Machines Model 5,Miami,California,Central,114.49,3,0.0,9.48
101179,2021-04-20,Customer 112,Office Supplies,Art,Art Model 7,Los Angeles,New York,West,170.6,1,0.0,46.87
101598,2021-04-20,Customer 221,Furniture,Furnishings,Tables Model 1,Dallas,North Carolina,East,194.85,4,0.0,38.3
101052,2021-04-20,Customer 100,Office Supplies,Storage,Chairs Model 9,Philadelphia,Georgia,West,113.43,5,0.1,15.49
101022,2021-04-20,Customer 382,Office Supplies,Art,Storage Model 5,Miami,Texas,South,1078.48,3,0.1,173.64
101567,2021-04-20,Customer 182,Technology,Accessories,Accessories Model 2,San Diego,Ohio,South,386.56,5,0.05,44.5
100523,2021-04-23,Customer 59,Office Supplies,Art,Phones Model 10,Miami,Texas,East,164.78,2,0.0,35.67
101780,2021-04-23,Customer 100,Technology,Phones,Chairs Model 10,Houston,Texas,Central,296.53,2,0.0,65.45
100995,2021-04-23,Customer 169,Furniture,Bookcases,Phones Model 8,San Antonio,Ohio,Central,180.29,4,0.05,33.68
101954,2021-04-23,Customer 472,Office Supplies,Paper,Tables Model 1,Phoenix,Ohio,South,544.86,5,0.05,125.01
101059,2021-04-24,Customer 218,Office Supplies,Storage,Accessories Model 2,San Antonio,Pennsylvania,West,434.67,3,0.0,53.87
100866,2021-04-24,Customer 380,Technology,Machines,Binders Model 10,Houston,Pennsylvania,Central,639.77,3,0.0,89.05
100892,2021-04-24,Customer 450,Office Supplies,Storage,Paper Model 6,San Antonio,Illinois,East,107.61,3,0.0,21.47
101074,2021-04-24,Customer 431,Office Supplies,Art,Tables Model 9,Dallas,Illinois,East,148.1,4,0.2,24.8
101422,2021-04-25,Customer 380,Technology,Phones,Binders Model 10,Dallas,Michigan,East,485.68,5,0.05,85.82
101043,2021-04-26,Customer 316,Furniture,Chairs,Furnishings Model 2,Dallas,Ohio,South,486.44,3,0.2,-0.3
101999,2021-04-26,Customer 343,Office Supplies,Storage,Art Model 8,Miami,North Carolina,East,285.85,4,0.0,79.07
101825,2021-04-26,Customer 334,Office Supplies,Binders,Art Model 9,Philadelphia,Pennsylvania,South,29.12,5,0.2,2.62
101277,2021-04-26,Customer 203,Furniture,Furnishings,Accessories Model 2,San Jose,Michigan,West,123.36,3,0.0,18.78
101374,2021-04-27,Customer 497,Office Supplies,Storage,Accessories Model 5,San Jose,Illinois,West,241.01,1,0.1,11.24
100259,2021-04-27,Customer 467,Office Supplies,Art,Storage Model 6,Miami,Pennsylvania,West,115.83,3,0.05,18.18
101191,2021-04-27,Customer 334,Furniture,Chairs,Paper Model 7,Chicago,Pennsylvania,East,169.15,2,0.0,24.41
100371,2021-04-28,Customer 410,Furniture,Furnishings,Binders Model 10,Phoenix,New York,Central,45.99,4,0.15,6.29
101610,2021-04-28,Customer 153,Office Supplies,Paper,Accessories Model 2,Chicago,Georgia,Central,154.82,3,0.0,33.8
100196,2021-04-29,Customer 221,Technology,Phones,Copiers Model 3,San Jose,New York,West,553.32,4,0.1,107.85
100590,2021-04-29,Customer 308,Furniture,Bookcases,Binders Model 7,San Diego,Pennsylvania,West,153.08,1,0.0,45.61
100798,2021-04-30,Customer 7,Office Supplies,Storage,Binders Model 1,Phoenix,California,Central,471.37,4,0.05,91.83
100468,2021-04-30,Customer 298,Office Supplies,Paper,Bookcases Model 10,Los Angeles,Pennsylvania,South,705.78,2,0.15,37.29
101056,2021-04-30,Customer 135,Office Supplies,Binders,Furnishings Model 7,Phoenix,North Carolina,Central,236.69,2,0.05,53.97
100246,2021-05-01,Customer 90,Furniture,Bookcases,Machines Model 3,Chicago,California,Central,116.17,5,0.0,17.75
100497,2021-05-02,Customer 197,Office Supplies,Storage,Chairs Model 5,Dallas,Illinois,Central,401.59,5,0.15,80.31
100879,2021-05-02,Customer 389,Furniture,Tables,Storage Model 6,San Jose,North Carolina,South,124.39,4,0.05,7.43
101619,2021-05-02,Customer 438,Office Supplies,Paper,Chairs Model 5,San Jose,Pennsylvania,West,63.7,5,0.15,4.82
101401,2021-05-03,Customer 450,Office Supplies,Art,Paper Model 2,Phoenix,Illinois,West,140.35,4,0.0,37.03
100538,2021-05-03,Customer 114,Office Supplies,Paper,Binders Model 7,Los Angeles,Pennsylvania,South,117.5,3,0.15,16.56
101552,2021-05-03,Customer 314,Office Supplies,Paper,Binders Model 8,San Jose,Ohio,Central,157.05,1,0.0,43.26
101852,2021-05-03,Customer 234,Furniture,Bookcases,Machines Model 6,Phoenix,California,South,62.05,1,0.0,9.36
101207,2021-05-04,Customer 476,Furniture,Chairs,Paper Model 2,San Jose,Florida,Central,183.47,1,0.05,26.38
101514,2021-05-04,Customer 168,Office Supplies,Paper,Binders Model 4,Dallas,Florida,South,310.77,2,0.0,29.77
101072,2021-05-04,Customer 351,Technology,Phones,Chairs Model 3,San Jose,Texas,South,50.34,4,0.3,-2.55
101473,2021-05-05,Customer 407,Office Supplies,Storage,Chairs Model 7,Chicago,Georgia,West,75.69,4,0.0,17.96
101683,2021-05-05,Customer 197,Furniture,Furnishings,Bookcases Model 10,Dallas,Georgia,West,169.35,4,0.0,25.54
101871,2021-05-05,Customer 101,Technology,Accessories,Bookcases Model 4,Phoenix,Texas,Central,234.21,3,0.3,-3.59
101393,2021-05-06,Customer 412,Technology,Phones,Tables Model 9,Los Angeles,Georgia,Central,311.15,2,0.0,82.72
101434,2021-05-06,Customer 186,Office Supplies,Art,Tables Model 1,Houston,North Carolina,East,485.83,4,0.0,68.58
101944,2021-05-06,Customer 137,Furniture,Bookcases,Paper Model 4,Phoenix,North Carolina,West,52.41,4,0.1,5.35
100910,2021-05-06,Customer 145,Furniture,Bookcases,Storage Model 9,Dallas,Illinois,South,282.71,2,0.15,21.69
